"model","template","temperature","run","project","startLine","startColumn","endLine","endColumn","originalCode","replacement","promptId","completionId","reason","lv"
"codellama-34b-instruct","noinstructions","0.0","379","Complex.js",1416,26,1416,33,"Complex","Complex.prototype.isInfinite = function() {
  return !(this.isNaN() || this.isFinite());
}",487,486,"call/arg0",83
"codellama-34b-instruct","onemutation","0.0","365","Complex.js",1416,26,1416,33,"Complex","Complex.prototype.isInfinite = function() {
  return !(this['isNaN']() || this['isFinite']());
}",487,486,"call/arg0",89
"codellama-34b-instruct","onemutation","0.0","366","Complex.js",1416,26,1416,33,"Complex","Complex.prototype.isInfinite = function() {
  return !(this['isNaN']() || this['isFinite']());
}",487,486,"call/arg0",89
"mixtral-8x7b-instruct","full","0.0","360","Complex.js",256,18,256,64,"tokens[i + 1] === 'i' || tokens[i + 1] === 'I'","typeof tokens[i + 1] === 'string' && (tokens[i + 1].toLowerCase() === 'i' || tokens[i + 1].toLowerCase() === 'j')",98,97,"if/test",68
"mixtral-8x7b-instruct","full","0.0","361","Complex.js",256,18,256,64,"tokens[i + 1] === 'i' || tokens[i + 1] === 'I'","typeof tokens[i + 1] === 'string' && (tokens[i + 1].toLowerCase() === 'i' || tokens[i + 1].toLowerCase() === 'j')",98,97,"if/test",68
"codellama-13b-instruct","full","0.0","354","countries-and-timezones",32,10,32,26,"!result[country]","!result[country] && Object.assign(result, { [country]: { current: [], all: [] } })",10,9,"if/test",66
"codellama-13b-instruct","full","0.0","354","countries-and-timezones",32,10,32,26,"!result[country]","result[country] || Object.assign(result, { [country]: { current: [], all: [] } })",10,9,"if/test",66
"codellama-34b-instruct","basic","0.0","390","countries-and-timezones",5,6,5,11,"!name","!tzMap.current || !tzMap.all",1,0,"if/test",25
"codellama-34b-instruct","basic","0.0","391","countries-and-timezones",5,6,5,11,"!name","!tzMap.current || !tzMap.all",1,0,"if/test",25
"codellama-34b-instruct","full","0.0","312","countries-and-timezones",18,9,18,45,"deliverTimezones(timezones, options)","deliverTimezones(timezones, options.deprecated ? options.deprecated : options.timezones)",56,55,"call/allArgs",52
"codellama-34b-instruct","full","0.0","314","countries-and-timezones",18,9,18,45,"deliverTimezones(timezones, options)","deliverTimezones(timezones, options.deprecated ? options.deprecated : options.timezones)",56,55,"call/allArgs",52
"codellama-34b-instruct","full","0.25","351","countries-and-timezones",25,6,25,16,"timezone.r","timezone.r && timezone.r.aliasOf && timezone.r.aliasOf.length > 0",27,26,"if/test",55
"codellama-34b-instruct","full","0.25","352","countries-and-timezones",23,39,23,46,"options","options.deprecated ? options : {...options, deprecated: true}",66,65,"call/arg1",54
"codellama-34b-instruct","full","0.5","319","countries-and-timezones",49,17,49,57,"getCountriesForTimezone(tzName, options)","getCountriesForTimezone(getCountryForTimezone(tzName, { allTimezones: true, deprecated: true }))",90,89,"call/allArgs",59
"codellama-34b-instruct","full","0.5","320","countries-and-timezones",5,35,5,49,"data.timezones","Object.keys(data.timezones).filter(key => key.startsWith('UTC')).length",37,36,"call/arg0",57
"codellama-34b-instruct","full","1.0","343","countries-and-timezones",12,25,12,29,"prev","Object.assign({ ...prev }, { [id]: getCountry(id, options) })",41,40,"call/arg0",57
"codellama-34b-instruct","full","1.0","345","countries-and-timezones",64,44,64,48,"prev","{ [key]: { ...tzs[key], timezones: tzs[key].timezones } }",103,102,"call/arg0",56
"codellama-34b-instruct","full","genericsystemprompt-0.0","384","countries-and-timezones",18,9,18,45,"deliverTimezones(timezones, options)","deliverTimezones(timezones, options.deprecated ? options.deprecated : options.timezones)",56,55,"call/allArgs",52
"codellama-34b-instruct","full","genericsystemprompt-0.0","385","countries-and-timezones",18,9,18,45,"deliverTimezones(timezones, options)","deliverTimezones(timezones, options.deprecated ? options.deprecated : options.timezones)",56,55,"call/allArgs",52
"codellama-34b-instruct","noexplanation","0.0","372","countries-and-timezones",25,6,25,16,"timezone.r","timezone.r && timezone.r.deprecated && timezone.r.deprecated.length > 0",27,26,"if/test",61
"codellama-34b-instruct","noexplanation","0.0","374","countries-and-timezones",25,6,25,16,"timezone.r","timezone.r && timezone.r.deprecated && timezone.r.deprecated.length > 0",27,26,"if/test",61
"codellama-34b-instruct","noinstructions","0.0","378","countries-and-timezones",64,44,64,48,"prev","prev.filter(tz => tz.name !== tzs[key].name)",103,102,"call/arg0",40
"codellama-34b-instruct","noinstructions","0.0","379","countries-and-timezones",64,44,64,48,"prev","prev.filter(tz => tz.name !== tzs[key].name)",103,102,"call/arg0",40
"codellama-34b-instruct","onemutation","0.0","365","countries-and-timezones",64,30,64,70,"Object.assign(prev, { [key]: tzs[key] })","Object.assign(prev, { [key]: tzs[key].deprecated ? null : tzs[key] })",105,104,"call/allArgs",29
"codellama-34b-instruct","onemutation","0.0","366","countries-and-timezones",64,30,64,70,"Object.assign(prev, { [key]: tzs[key] })","Object.assign(prev, { [key]: tzs[key].deprecated ? null : tzs[key] })",105,104,"call/allArgs",29
"mixtral-8x7b-instruct","full","0.0","363","countries-and-timezones",12,25,12,29,"prev","prev ? { ...prev, [id]: getCountry(id, options) } : { [id]: getCountry(id, options) }",41,40,"call/arg0",81
"mixtral-8x7b-instruct","full","0.0","364","countries-and-timezones",12,25,12,29,"prev","prev ? { ...prev, [id]: getCountry(id, options) } : { [id]: getCountry(id, options) }",41,40,"call/arg0",81
"codellama-13b-instruct","full","0.0","354","crawler-url-parser",156,5,156,33,"pageurl.host == linkurl.host","linkurl.host == pageurl.host && linkurl.subdomain == pageurl.subdomain && linkurl.path != pageurl.path",151,150,"if/test",76
"codellama-13b-instruct","full","0.0","355","crawler-url-parser",156,5,156,33,"pageurl.host == linkurl.host","linkurl.host == pageurl.host && linkurl.subdomain == pageurl.subdomain && linkurl.path != pageurl.path",151,150,"if/test",76
"codellama-34b-instruct","basic","0.0","390","crawler-url-parser",55,44,55,48,"true","{
	protocol: parsedUrl.protocol,
	slashes: true,
	auth: parsedUrl.auth,
	host: parsedUrl.host,
	port: parsedUrl.port,
	hostname: parsedUrl.hostname,
	hash: parsedUrl.hash,
	search: parsedUrl.search,
	query: parsedUrl.query,
	pathname: parsedUrl.pathname,
	path: parsedUrl.path,
	href: parsedUrl.href
}",43,42,"call/arg1",297
"codellama-34b-instruct","basic","0.0","391","crawler-url-parser",55,44,55,48,"true","{
	protocol: parsedUrl.protocol,
	slashes: true,
	auth: parsedUrl.auth,
	host: parsedUrl.host,
	port: parsedUrl.port,
	hostname: parsedUrl.hostname,
	hash: parsedUrl.hash,
	search: parsedUrl.search,
	query: parsedUrl.query,
	pathname: parsedUrl.pathname,
	path: parsedUrl.path,
	href: parsedUrl.href
}",43,42,"call/arg1",297
"codellama-34b-instruct","full","0.0","312","crawler-url-parser",165,29,165,41,"pageurl_path","pageurl_path.split(""/"").filter(function (elem, index, array) {
	return elem.length > 0
}).join(""/"")",165,164,"call/arg0",87
"codellama-34b-instruct","full","0.0","314","crawler-url-parser",165,29,165,41,"pageurl_path","pageurl_path.split(""/"").filter(function (elem, index, array) {
	return elem.length > 0
}).join(""/"")",165,164,"call/arg0",87
"codellama-34b-instruct","full","0.25","348","crawler-url-parser",16,72,16,75,"str","str.replace(/[^a-z0-9\:\/\?\#\[\]\@\!\$\&\'\(\)\*\+\,\;\=\.\-\_\~\%]/i, ' ')",2,1,"call/arg0",73
"codellama-34b-instruct","full","0.25","348","crawler-url-parser",16,72,16,75,"str","str.replace(/[^a-z0-9\:\/\?\#\[\]\@\!\$\&\'\(\)\*\+\,\;\=\.\-\_\~\%]/i, '')",2,1,"call/arg0",72
"codellama-34b-instruct","full","0.5","320","crawler-url-parser",63,38,63,42,"true","parsedUrl.protocol.indexOf('http:') === -1 && parsedUrl.protocol.indexOf('https:') === -1",58,57,"call/arg1",86
"codellama-34b-instruct","full","0.5","318","crawler-url-parser",97,6,97,96,"typeof href == ""undefined"" || href.length < 3 || /^(javascript|mailto:|ftp:)/ig.test(href)","href == null",90,89,"if/test",79
"codellama-34b-instruct","full","1.0","342","crawler-url-parser",97,6,97,96,"typeof href == ""undefined"" || href.length < 3 || /^(javascript|mailto:|ftp:)/ig.test(href)","ELSE",90,89,"if/test",90
"codellama-34b-instruct","full","1.0","343","crawler-url-parser",156,5,156,33,"pageurl.host == linkurl.host","!linkurl.hash.trim().startsWith('#') || (!pageurl.hash.trim().startsWith('#') && linkurl.hash == pageurl.hash)",151,150,"if/test",87
"codellama-34b-instruct","full","genericsystemprompt-0.0","384","crawler-url-parser",167,29,167,41,"linkurl_path","linkurl_path.replace(/(\/[^\/]*)[\/]?$/, """") + pageurl_path.replace(/(\/[^\/]*)[\/]?$/, """")",169,168,"call/arg0",79
"codellama-34b-instruct","full","genericsystemprompt-0.0","385","crawler-url-parser",167,29,167,41,"linkurl_path","linkurl_path.replace(/(\/[^\/]*)[\/]?$/, """") + pageurl_path.replace(/(\/[^\/]*)[\/]?$/, """")",169,168,"call/arg0",79
"codellama-34b-instruct","noexplanation","0.0","372","crawler-url-parser",167,29,167,41,"linkurl_path","linkurl_path.replace(/(\/[^\/]*)[\/]?$/, """") + ""/"" + linkurl.path",169,168,"call/arg0",53
"codellama-34b-instruct","noexplanation","0.0","374","crawler-url-parser",167,29,167,41,"linkurl_path","linkurl_path.replace(/(\/[^\/]*)[\/]?$/, """") + ""/"" + linkurl.path",169,168,"call/arg0",53
"codellama-34b-instruct","noinstructions","0.0","378","crawler-url-parser",97,6,97,96,"typeof href == ""undefined"" || href.length < 3 || /^(javascript|mailto:|ftp:)/ig.test(href)","href.length < 3",90,89,"if/test",75
"codellama-34b-instruct","noinstructions","0.0","379","crawler-url-parser",97,6,97,96,"typeof href == ""undefined"" || href.length < 3 || /^(javascript|mailto:|ftp:)/ig.test(href)","href.length < 3",90,89,"if/test",75
"codellama-34b-instruct","onemutation","0.0","365","crawler-url-parser",102,7,102,33,"urlMap.has(currentUrl.url)","urlMap.has(currentUrl.url) && urlMap.get(currentUrl.url).text.includes(text)",98,97,"if/test",50
"codellama-34b-instruct","onemutation","0.0","366","crawler-url-parser",102,7,102,33,"urlMap.has(currentUrl.url)","urlMap.has(currentUrl.url) && urlMap.get(currentUrl.url).text.includes(text)",98,97,"if/test",50
"mixtral-8x7b-instruct","full","0.0","360","crawler-url-parser",16,72,16,75,"str","'str'.replace(/[^a-z0-9\:\/\?\#\[\]\@\!\$\&\'\(\)\*\+\,\;\=\.\-\_\~\%]/g, '')",2,1,"call/arg0",74
"mixtral-8x7b-instruct","full","0.0","363","crawler-url-parser",16,72,16,75,"str","'str'.replace(/[^a-z0-9\:\/\?\#\[\]\@\!\$\&\'\(\)\*\+\,\;\=\.\-\_\~\%]/g, '')",2,1,"call/arg0",74
"codellama-13b-instruct","full","0.0","354","delta",141,14,141,50,"typeof newOp.attributes === 'object'","newOp.attributes != null && typeof newOp.attributes === 'object' && Object.keys(newOp.attributes).length > 0",89,88,"if/test",72
"codellama-13b-instruct","full","0.0","355","delta",141,14,141,50,"typeof newOp.attributes === 'object'","newOp.attributes != null && typeof newOp.attributes === 'object' && Object.keys(newOp.attributes).length > 0",89,88,"if/test",72
"codellama-34b-instruct","basic","0.0","390","delta",242,6,244,35,"firstOther != null &&
      typeof firstOther.retain === 'number' &&
      firstOther.attributes == null","otherIter.peekLength() > 0",137,136,"if/test",90
"codellama-34b-instruct","basic","0.0","391","delta",242,6,244,35,"firstOther != null &&
      typeof firstOther.retain === 'number' &&
      firstOther.attributes == null","otherIter.peekLength() > 0",137,136,"if/test",90
"codellama-34b-instruct","full","0.0","312","delta",511,12,514,30,"typeof thisData === 'object' &&
            thisData !== null &&
            typeof otherData === 'object' &&
            otherData !== null","thisData !== otherData",399,398,"if/test",118
"codellama-34b-instruct","full","0.0","314","delta",511,12,514,30,"typeof thisData === 'object' &&
            thisData !== null &&
            typeof otherData === 'object' &&
            otherData !== null","thisData !== otherData",399,398,"if/test",118
"codellama-34b-instruct","full","0.25","351","delta",511,12,514,30,"typeof thisData === 'object' &&
            thisData !== null &&
            typeof otherData === 'object' &&
            otherData !== null","thisData > otherData",399,398,"if/test",121
"codellama-34b-instruct","full","0.25","348","delta",511,12,514,30,"typeof thisData === 'object' &&
            thisData !== null &&
            typeof otherData === 'object' &&
            otherData !== null","thisData !== otherData",399,398,"if/test",118
"codellama-34b-instruct","full","0.5","320","delta",511,12,514,30,"typeof thisData === 'object' &&
            thisData !== null &&
            typeof otherData === 'object' &&
            otherData !== null","!thisData || !otherData",399,398,"if/test",120
"codellama-34b-instruct","full","0.5","318","delta",511,12,514,30,"typeof thisData === 'object' &&
            thisData !== null &&
            typeof otherData === 'object' &&
            otherData !== null","thisData !== otherData",399,398,"if/test",118
"codellama-34b-instruct","full","1.0","345","delta",511,12,514,30,"typeof thisData === 'object' &&
            thisData !== null &&
            typeof otherData === 'object' &&
            otherData !== null","thisData === 0",399,398,"if/test",127
"codellama-34b-instruct","full","1.0","341","delta",511,12,514,30,"typeof thisData === 'object' &&
            thisData !== null &&
            typeof otherData === 'object' &&
            otherData !== null","typeof thisData === 'object' &&
            thisData !== null &&
            typeof otherData === 'object' &&
            otherData !== null &&
            typeof Object.values(thisData)[0] === 'object' &&
            typeof Object.values(otherData)[0] === 'object'",399,387,"if/test",125
"codellama-34b-instruct","full","genericsystemprompt-0.0","384","delta",511,12,514,30,"typeof thisData === 'object' &&
            thisData !== null &&
            typeof otherData === 'object' &&
            otherData !== null","thisData !== otherData",399,398,"if/test",118
"codellama-34b-instruct","full","genericsystemprompt-0.0","385","delta",511,12,514,30,"typeof thisData === 'object' &&
            thisData !== null &&
            typeof otherData === 'object' &&
            otherData !== null","thisData !== otherData",399,398,"if/test",118
"codellama-34b-instruct","noexplanation","0.0","372","delta",178,21,178,30,"predicate","(op, index) => {
  if (op.retain && op.attributes) {
    op.attributes = { ...op.attributes, ...attributes };
  }
  return op;
}",106,105,"call/arg0",121
"codellama-34b-instruct","noexplanation","0.0","374","delta",178,21,178,30,"predicate","(op, index) => {
  if (op.retain && op.attributes) {
    op.attributes = { ...op.attributes, ...attributes };
  }
  return op;
}",106,105,"call/arg0",121
"codellama-34b-instruct","noinstructions","0.0","378","delta",511,12,514,30,"typeof thisData === 'object' &&
            thisData !== null &&
            typeof otherData === 'object' &&
            otherData !== null","thisData !== otherData",399,398,"if/test",118
"codellama-34b-instruct","noinstructions","0.0","379","delta",511,12,514,30,"typeof thisData === 'object' &&
            thisData !== null &&
            typeof otherData === 'object' &&
            otherData !== null","thisData !== otherData",399,398,"if/test",118
"codellama-34b-instruct","onemutation","0.0","365","delta",511,12,514,30,"typeof thisData === 'object' &&
            thisData !== null &&
            typeof otherData === 'object' &&
            otherData !== null","thisData !== otherData",399,398,"if/test",118
"codellama-34b-instruct","onemutation","0.0","366","delta",511,12,514,30,"typeof thisData === 'object' &&
            thisData !== null &&
            typeof otherData === 'object' &&
            otherData !== null","thisData !== otherData",399,398,"if/test",118
"mixtral-8x7b-instruct","full","0.0","364","delta",48,26,48,27,"b","Object.keys(attributes).reduce<AttributeMap>((attrs, key) => {
  if (!isEqual(a[key], b[key])) {
    attrs[key] = b[key] || null;
  }
  return attrs;
}, {})",20,19,"call/arg0",155
"mixtral-8x7b-instruct","full","0.0","360","delta",55,23,55,33,"attributes","Object.keys(a).concat(Object.keys(b)).reduce<AttributeMap>((attrs, key) => {
  if (a[key] === undefined) {
    attrs[key] = b[key];
  }
  return attrs;
}, {})",27,26,"call/arg0",148
"codellama-13b-instruct","full","0.0","354","image-downloader",20,45,20,60,"decodedBasename","path.join(options.dest, 'new-filename')",17,16,"call/arg1",31
"codellama-13b-instruct","full","0.0","355","image-downloader",20,45,20,60,"decodedBasename","path.join(options.dest, 'new-filename')",17,16,"call/arg1",31
"codellama-34b-instruct","basic","0.0","390","image-downloader",28,17,28,24,"options","{
  url: options.url,
  dest: options.dest,
  extractFilename: extractFilename,
  ...options
}",27,26,"call/arg0",87
"codellama-34b-instruct","basic","0.0","391","image-downloader",28,17,28,24,"options","{
  url: options.url,
  dest: options.dest,
  extractFilename: extractFilename,
  ...options
}",27,26,"call/arg0",87
"codellama-34b-instruct","full","0.0","312","image-downloader",23,32,23,50,"new TimeoutError()","new Error('Request timed out.', { code: 'ETIMEDOUT', timeout: 1000 })",42,41,"call/arg0",56
"codellama-34b-instruct","full","0.0","314","image-downloader",23,32,23,50,"new TimeoutError()","new Error('Request timed out.', { code: 'ETIMEDOUT', timeout: 1000 })",42,41,"call/arg0",56
"codellama-34b-instruct","full","0.25","348","image-downloader",23,32,23,50,"new TimeoutError()","new Error('Request timed out.', { code: 'ETIMEDOUT', timeout: 1000 })",42,41,"call/arg0",56
"codellama-34b-instruct","full","0.25","351","image-downloader",17,37,17,45,"pathname","path.basename(options.dest, path.extname(options.dest))",12,11,"call/arg0",47
"codellama-34b-instruct","full","0.5","321","image-downloader",5,6,5,18,"!options.url","!options.url || options.url.length === 0 || options.url.length > 10",1,0,"if/test",55
"codellama-34b-instruct","full","0.5","322","image-downloader",20,31,20,43,"options.dest","options.dest.substring(0, options.dest.lastIndexOf('/'))",16,15,"call/arg0",44
"codellama-34b-instruct","full","1.0","343","image-downloader",28,17,28,24,"options","options.dest = path.join(path.dirname(options.dest), path.basename(options.dest))",27,26,"call/arg0",74
"codellama-34b-instruct","full","1.0","341","image-downloader",28,17,28,24,"options","options.dest = path.resolve(__dirname, options.dest) + ""/foo""",27,26,"call/arg0",54
"codellama-34b-instruct","full","genericsystemprompt-0.0","384","image-downloader",23,32,23,50,"new TimeoutError()","new Error('Request timed out.', { code: 'ETIMEDOUT', timeout: 1000 })",42,41,"call/arg0",56
"codellama-34b-instruct","full","genericsystemprompt-0.0","385","image-downloader",23,32,23,50,"new TimeoutError()","new Error('Request timed out.', { code: 'ETIMEDOUT', timeout: 1000 })",42,41,"call/arg0",56
"codellama-34b-instruct","noexplanation","0.0","372","image-downloader",10,10,10,32,"res.statusCode !== 200","res.statusCode !== 200 && res.statusCode !== 300 && res.statusCode !== 400",32,31,"if/test",52
"codellama-34b-instruct","noexplanation","0.0","374","image-downloader",10,10,10,32,"res.statusCode !== 200","res.statusCode !== 200 && res.statusCode !== 300 && res.statusCode !== 400",32,31,"if/test",52
"codellama-34b-instruct","noinstructions","0.0","378","image-downloader",14,8,14,35,"!path.extname(options.dest)","path.extname(options.dest) === path.extname(options.url)",8,7,"if/test",31
"codellama-34b-instruct","noinstructions","0.0","378","image-downloader",24,6,24,36,"!path.isAbsolute(options.dest)","path.isAbsolute(options.dest) && path.extname(options.dest)",19,18,"if/test",31
"codellama-34b-instruct","onemutation","0.0","365","image-downloader",18,49,18,57,"basename","decodedBasename.toLowerCase()",14,13,"call/arg0",22
"codellama-34b-instruct","onemutation","0.0","365","image-downloader",23,32,23,50,"new TimeoutError()","new Error('Request timed out.')",42,41,"call/arg0",22
"mixtral-8x7b-instruct","full","0.0","360","image-downloader",28,17,28,24,"options","options.hasOwnProperty('url') ? options.url : ''",27,26,"call/arg0",41
"mixtral-8x7b-instruct","full","0.0","361","image-downloader",28,17,28,24,"options","options.hasOwnProperty('url') ? options.url : ''",27,26,"call/arg0",41
"codellama-13b-instruct","full","0.0","354","node-dirty",127,33,127,92,"new Error('Empty lines never appear in a healthy database')","new Error('Database is corrupted')",92,91,"call/arg1",38
"codellama-13b-instruct","full","0.0","355","node-dirty",127,33,127,92,"new Error('Empty lines never appear in a healthy database')","new Error('Database is corrupted')",92,91,"call/arg1",38
"codellama-34b-instruct","basic","0.0","390","node-dirty",127,14,127,93,"this.emit('error', new Error('Empty lines never appear in a healthy database'))","this.emit('error')",93,92,"call/allArgs",61
"codellama-34b-instruct","basic","0.0","391","node-dirty",127,14,127,93,"this.emit('error', new Error('Empty lines never appear in a healthy database'))","this.emit('error')",93,92,"call/allArgs",61
"codellama-34b-instruct","full","0.0","312","node-dirty",80,35,80,38,"key","this._data.get(key) || this._data.set(key, undefined)",52,51,"call/arg0",50
"codellama-34b-instruct","full","0.0","314","node-dirty",80,35,80,38,"key","this._data.get(key) || this._data.set(key, undefined)",52,51,"call/arg0",50
"codellama-34b-instruct","full","0.25","348","node-dirty",35,23,35,25,"cb","() => { this.emit('error', new Error('Test error')); }",15,14,"call/arg0",54
"codellama-34b-instruct","full","0.25","352","node-dirty",48,26,48,29,"key","this._data.get(key).split('').reverse().join('')",30,29,"call/arg0",45
"codellama-34b-instruct","full","0.5","319","node-dirty",127,33,127,92,"new Error('Empty lines never appear in a healthy database')","new Error('This is a different error message', { cause: new Error('This is the original error message') })",92,91,"call/arg1",73
"codellama-34b-instruct","full","0.5","319","node-dirty",62,29,62,31,"cb","() => { this.emit('error', new Error('something went wrong')) }",34,33,"call/arg2",63
"codellama-34b-instruct","full","1.0","345","node-dirty",91,8,91,24,"this._readStream","this._writeStream.on('end', () => {
  if (buffer.length) {
    this.emit('error', new Error(`Corrupted row at the end of the db: ${buffer}`));
  }
  this.emit('load', this._data.size);
})",60,59,"if/test",172
"codellama-34b-instruct","full","1.0","345","node-dirty",91,8,91,24,"this._readStream","this._writeStream.on('error', () => {
  this.emit('error', new Error('Error writing to the database'));
})",60,59,"if/test",93
"codellama-34b-instruct","full","genericsystemprompt-0.0","384","node-dirty",80,35,80,38,"key","this._data.get(key) || this._data.set(key, {})",52,51,"call/arg0",43
"codellama-34b-instruct","full","genericsystemprompt-0.0","385","node-dirty",80,35,80,38,"key","this._data.get(key) || this._data.set(key, {})",52,51,"call/arg0",43
"codellama-34b-instruct","noexplanation","0.0","372","node-dirty",113,14,113,35,"err.code === 'ENOENT'","err.code === 'ENOENT' || err.code === 'ENOFILE' || err.code === 'ENODIR'",73,72,"if/test",51
"codellama-34b-instruct","noexplanation","0.0","374","node-dirty",113,14,113,35,"err.code === 'ENOENT'","err.code === 'ENOENT' || err.code === 'ENOFILE' || err.code === 'ENODIR'",73,72,"if/test",51
"codellama-34b-instruct","noinstructions","0.0","378","node-dirty",35,23,35,25,"cb","() => { throw new Error('Test error') }",15,14,"call/arg0",39
"codellama-34b-instruct","noinstructions","0.0","378","node-dirty",92,8,92,25,"this._writeStream","this._writeStream.end(() => this._writeStream.destroy())",63,62,"if/test",39
"codellama-34b-instruct","onemutation","0.0","365","node-dirty",101,8,101,28,"this.emit('load', 0)","this.emit('error', new Error('Failed to load database'))",72,71,"call/allArgs",40
"codellama-34b-instruct","onemutation","0.0","366","node-dirty",101,8,101,28,"this.emit('load', 0)","this.emit('error', new Error('Failed to load database'))",72,71,"call/allArgs",40
"mixtral-8x7b-instruct","full","0.0","360","node-dirty",91,8,91,24,"this._readStream","this._readStream || fs.createReadStream(this.path, {encoding: 'utf-8', flags: 'r'})",60,59,"if/test",67
"mixtral-8x7b-instruct","full","0.0","361","node-dirty",91,8,91,24,"this._readStream","this._readStream || fs.createReadStream(this.path, {encoding: 'utf-8', flags: 'r'})",60,58,"if/test",67
"codellama-13b-instruct","full","0.0","354","node-geo-point",60,8,60,24,"!isObject(point)","!isObject(point) || !point.hasOwnProperty('type') || !point.hasOwnProperty('coordinates')",4,3,"if/test",73
"codellama-13b-instruct","full","0.0","355","node-geo-point",60,8,60,24,"!isObject(point)","!isObject(point) || !point.hasOwnProperty('type') || !point.hasOwnProperty('coordinates')",4,3,"if/test",73
"codellama-34b-instruct","basic","0.0","390","node-geo-point",106,52,106,53,"a","cos(point1Rad) * cos(point2Rad) * cos(deg2rad(point1.longitude) - deg2rad(point2.longitude))",39,38,"call/arg0",91
"codellama-34b-instruct","basic","0.0","391","node-geo-point",106,52,106,53,"a","cos(point1Rad) * cos(point2Rad) * cos(deg2rad(point1.longitude) - deg2rad(point2.longitude))",39,38,"call/arg0",91
"codellama-34b-instruct","full","0.0","312","node-geo-point",85,18,85,24,"object","object.hasOwnProperty('latitude') && object.hasOwnProperty('longitude') && object.latitude !== object.longitude",20,19,"call/arg0",105
"codellama-34b-instruct","full","0.0","314","node-geo-point",85,18,85,24,"object","object.hasOwnProperty('latitude') && object.hasOwnProperty('longitude') && object.latitude !== object.longitude",20,19,"call/arg0",105
